subject_id,subject_name
14027,Buddhist hermits China History 20th century
14028,Buddhist hermits China Interviews
14029,China Religious life and customs
14030,Porter Bill 1943 Travel China
14031,Religion and sociology China
14032,Taoists China History 20th century
14033,Taoists China Interviews
14034,Zhongnan Mountain Region China Description and travel
14035,Zhongnan Mountain Region China Religious life and customs
14036,Medical care United States Public opinion
14037,Medical economics United States
14038,Excavations Archaeology Italy Rome Juvenile literature
14039,Excavations Archaeology Rome
14040,Excavations Archaeology Rome Juvenile literature
14041,Aqueducts Italy Rome Juvenile literature
14042,Aqueducts Rome
14043,Aqueducts Rome Juvenile literature
14044,Bridges Italy Rome Juvenile literature
14045,Bridges Rome
14046,Bridges Rome Juvenile literature
14047,Roads Roman
14048,Roads Roman Juvenile literature
14049,Handicraft Italy Rome Juvenile literature
14050,Handicraft Rome Juvenile literature
14051,Lincoln Abraham 1809 1865 Assassination
14052,Glass artists United States Biography
14053,Ruffner Ginny
14054,Gardens Great Britain
14055,Gill Bryan Nash 1961 Themes motives
14056,Plant prints United States
14057,Tree trunks
14058,Infants Development
14059,Infants Sleep
14060,Architecture Domestic England Lodsworth
14061,Building Wooden England Lodsworth Design and construction
14062,Atlases Juvenile literature
14063,Advertising Outdoor Europe
14064,Decoration and ornament Europe
14065,Signs and signboards Europe
14066,African American women New Hampshire Concord Biography
14067,African Americans Education Secondary New Hampshire Concord
14068,African Americans New Hampshire Concord Biography
14069,Cary Lorene
14070,Concord N H Biography
14071,St Pauls School Concord N H
14072,Cookery Swedish
14073,Cooking Swedish
14074,House furnishings Sweden
14075,Interior decoration Swedish influences
14076,Big data Pictorial works
14077,Big data Social aspects
14078,Data mining Pictorial works
14079,Data mining Social aspects
14080,Geology Italy Rome Guidebooks
14081,Steven Harris Architects
14082,Translating and interpreting
14083,Art Greece Guidebooks
14084,Art Greek Guidebooks
14085,African American painters
14086,African American painters Biography Juvenile literature
14087,African American painters Juvenile literature
14088,Painters
14089,Painters United States Biography Juvenile literature
14090,Pippin Horace 1888 1946
14091,Pippin Horace 1888 1946 Juvenile literature
14092,Presidents United States Biography Juvenile literature
14093,United States History
14094,United States History Juvenile literature
14095,Indians of North America Dwellings
14096,Indians of North America Dwellings Juvenile literature
14097,Tipis
14098,Tipis Juvenile literature
14099,Generation X Attitudes
14100,Generation X Psychology
14101,Prejudices in children
14102,Race awareness in children
14103,Racism
14104,Minimal brain dysfunction in children
14105,Perceptual motor learning
14106,Sensorimotor integration
14107,Sensory integration dysfunction in children
14108,Whitman Walt 1819 1892 In literature
14109,Poetry Authorship
14110,Poets American 19th century Interviews
14111,United States Intellectual life 19th century
14112,Whitman Walt 1819 1892 Interviews
14113,Classicism in art France Versailles
14114,Mythology Classical in art
14115,Parc de Versailles Versailles France
14116,Sculpture French France Versailles 17th century
14117,Sculpture French France Versailles 18th century
14118,Sculpture gardens France Versailles
14119,Photovoltaic power systems Popular works
14120,Solar houses Popular works
14121,Cheetah
14122,Cheetah Juvenile literature
14123,Aperture Computer file
14124,Infants Sleep Popular works
14125,Sleep disorders in children Popular works
14126,Design Austria Influence
14127,Groag Jacqueline 1903 1986
14128,Patterns Design elements
14129,Repetitive patterns Decorative arts Europe 20th century
14130,Textile crafts Europe History 20th century
14131,Textile design Europe History 20th century
14132,Church architecture Norway
14133,Church buildings Norway
14134,Church decoration and ornament Norway
14135,Dwellings Remodeling Environmental aspects
14136,Valentine decorations
14137,Valentine decorations Juvenile literature
14138,Building Wooden England Design and construction
14139,Band saws
14140,Forgiveness
14141,Architecture Domestic Finland History 20th century
14142,Knives
14143,Photograph collections England London Exhibitions
14144,Photography History 19th century Exhibitions
14145,Victoria and Albert Museum Photograph collections Exhibitions
14146,Human dissection United States History 19th century Pictorial works
14147,Human dissection United States History 20th century Pictorial works
14148,Clothing and dress History 19th century Pictorial works
14149,Hairstyles Pictorial works
14150,Hairstyles United States History
14151,Photographs in genealogy
14152,Astronautics and state United States
14153,Astronautics United States Public opinion
14154,Mass media United States Influence
14155,Cochon Restaurant New Orleans La
14156,Cookery Cajun
14157,Cooking Cajun
14158,Marine biology Popular works
14159,Ocean Popular works
14160,Oceanography Popular works
14161,Woodwork Equipment and supplies Design and construction
14162,Concrete footings
14163,Sustainable horticulture
14164,Urban gardens United States
14165,Knitting Europe Northern
14166,Knitwear Design Themes motives
14167,Wool fabrics
14168,Hand spinning
14169,Spun yarns
14170,Folklore Washington State
14171,Folklore Washington State Juvenile literature
14172,Indians of North America Folklore Juvenile literature
14173,Nisqually Indians Folklore
14174,Nisqually Indians Folklore Juvenile literature
14175,Rainier Mount Wash Folklore
14176,Rainier Mount Wash Folklore Juvenile literature
14177,Tales Washington State
14178,Tales Washington State Juvenile literature
14179,Anger
14180,Hallmarks Arizona
14181,Hopi silverwork
14182,Eastlake Seattle Wash
14183,Boat living Washington State Seattle
14184,Dwellings Washington State Seattle Design and construction
14185,Group work in research United States History 20th century
14186,JASON Defense Advisory Group Biography
14187,Physicists United States Biography
14188,Science Research United States History 20th century
14189,Geeks Computer enthusiasts Humor
14190,Success Humor
14191,BUSINESS ECONOMICS Small Business
14192,Businesswomen
14193,Women executives
14194,Business education United States Directories
14195,Education Study and teaching Graduate United States Directories
14196,Engineering schools United States Directories
14197,Law schools United States Directories
14198,Medical colleges United States Directories
14199,Universities and colleges United States Graduate work Directories
14200,Landscape plants China
14201,Landscape plants United States
14202,Native plants for cultivation China
14203,Native plants for cultivation Cina
14204,Plants Ornamental China
14205,Plants Ornamental United States
14206,Maya art Influence
14207,Mayas Civilization
14208,Rio Grande Colo Mexico and Tex Pictorial works
14209,Rio Grande Pictorial works
14210,Rio Grande Valley Colo Mexico and Tex Pictorial works
14211,Rio Grande Valley Pictorial works
14212,Salt Lake City Utah Guidebooks
14213,Fires England London
14214,London England Description and travel
14215,London England History 17th century
14216,Great Fire London England 1666
14217,Boulder Region Colo Guidebooks
14218,Hiking Colorado Boulder Region Guidebooks
14219,Trails Colorado Boulder Region Guidebooks
14220,Colorado Description and travel
14221,Monologues with music Orchestra Juvenile sound recordings
14222,Plants Ornamental Selection United States
14223,Big Sur Calif Pictorial works
14224,Big Sur Calif Poetry
14225,United States Social life and customs Pictorial works
14226,Photography of women
14227,Roller derbies Pictorial works
14228,Roller derby Pictorial works
14229,Roller skaters Portraits
14230,Landscape photography United States
14231,National parks and reserves United States Pictorial works
14232,Wilderness areas United States Pictorial works
14233,Abandoned buildings Michigan Detroit Pictorial works
14234,Architectural photography Michigan Detroit
14235,Detroit Mich Buildings structures etc Pictorial works Exhibitions
14236,Detroit Mich Economic conditions Pictorial works
14237,Detroit Mich Pictorial works
14238,Detroit Mich Social conditions Pictorial works
14239,Art museums Pennsylvania Philadelphia
14240,Art schools Pennsylvania Philadelphia
14241,Tango Dance Study and teaching
14242,Coats Japan Awaji Island
14243,Embroidery Machine
14244,Machine quilting Japan Awaji Island
14245,Quilting Japan Awaji Island
14246,Sashiko Japan Awaji Island
14247,Hedges
14248,Turkish poetry
14249,Turkish poetry History and criticism
14250,Architecture Austria 20th cntury
14251,Architecture Austria History 20th century
14252,Loos Adolf 1870 1933
14253,Painting Egyptian
14254,Painting Iraq
14255,Authors French 20th century Biography
14256,Rolland Romain 1866 1944
14257,Rolland Romain 1866 1944 Biography
14258,Decision making Humor
14259,Emotional intelligence
14260,Catholic church buildings Designs and plans
14261,Church facilities Planning
14262,Protestant church buildings Designs and plans
14263,Architecture Domestic England History
14264,Dutch language Conversation and phrase books English
14265,Dutch language Self instruction
14266,Dutch language Sound recordings for English speakers
14267,Dutch language Dictionaries English
14268,English language Dictionaries Dutch
14269,Databases
14270,Folk art New York State New York Catalogs
14271,Folk art United States Catalogs
14272,Museum of American Folk Art Catalogs
14273,Illumination of books and manuscripts Iranian
14274,Miniature painting Iranian
14275,Art Mameluke Egypt Cairo
14276,Art Modern 17th century
14277,Art Modern 18th century
14278,Domestic architecture for older people
14279,Housing Cooperative
14280,Older people Dwellings Design and construction
14281,Older people Housing
14282,Shotgun houses
14283,Occultism
14284,Supernatural
14285,Asia Description and travel Early works to 1800
14286,Mongols History
14287,Grotesque in art
14288,Mural painting and decoration Italian
14289,Mural painting and decoration Roman
14290,Inner cities
14291,Sustainable urban development
14292,Urban cores
14293,Cities and towns Growth
14294,Urban economics
14295,Economic development
14296,Historic buildings Antarctic regions Ross Island Ross Sea Pictorial works
14297,Historic buildings Antarctica Ross Island Ross Sea Pictorial works
14298,Huts Antarctic regions Ross Island Ross Sea Pictorial works
14299,Huts Antarctica Ross Island Ross Sea Pictorial works
14300,Scott Robert Falcon 1868 1912
14301,Shackleton Ernest Henry Sir 1874 1922
14302,Architecture Modern France Paris
14303,Fiction
14304,Buildings Prefabricated Designs and plans
14305,Prefabricated houses Designs and plans
14306,Landscape architects Washington State Biography
14307,Landscape architecture Washington State
14308,Lewis David
14309,Lewis David 1955
14310,Little George 1944
14311,Sculptors Washington State Biography
14312,Picasso Pablo 1881 1973 Juvenile literature
14313,Silhouettes
14314,Greece History To 146 B C Juvenile literature
14315,Family vacations Miscellanea
14316,Pirates Biography Juvenile literature
14317,Pirates Juvenile literature
14318,Crime Washington State Seattle History
14319,Criminals Washington State Seattle History
14320,Political corruption Washington State Seattle History
14321,Vices History
14322,Acoustical engineering
14323,Weather Juvenile literature
14324,Chicago Ill Directories
14325,Chicago Ill Maps
14326,Dams Washington State History
14327,Grand Coulee Dam Wash History
14328,Historic buildings California Guidebooks
14329,Historic sites California Guidebooks
14330,Mansions California Guidebooks
14331,Museums California Guidebooks
14332,Spanish mission buildings California Guidebooks
14333,Minerals
14334,Minerals Juvenile literature
14335,Rocks
14336,Rocks Juvenile literature
14337,Architecture Modern United States History 20th century
14338,Construction industry California History 20th century
14339,Construction industry History California 20th century
14340,Eichler Joseph L 1900
14341,Eichler Joseph L b 1900
14342,Industrialists California Biography
14343,Middle class Housing United States History 20th century
14344,Real estate development Social aspects United States History 20th century
14345,California History To 1846
14346,California History To 1846 Juvenile literature
14347,Explorers
14348,Explorers California Biography Juvenile literature
14349,Explorers Juvenile literature
14350,Explorers Spain Biography Juvenile literature
14351,Franciscans California Biography Juvenile literature
14352,Indians of North America Missions California
14353,Indians of North America Missions California Juvenile literature
14354,Missionaries
14355,Missionaries Juvenile literature
14356,Missions Spanish California History Juvenile literature
14357,Franciscans Missions California History Juvenile literature
14358,Indians Treatment of California History Juvenile literature
14359,Missions Spanish California History
14360,Shipbuilding
14361,Ships Design and construction
14362,Genre painting American Exhibitions
14363,Manners and customs in art Exhibitions
14364,United States In art Exhibitions
14365,American prose literature 21st century Periodicals
14366,Architecture Domestic United States Asian influences
14367,Venice Italy Guidebooks
14368,Boutos Pericles 1958 Exhibitions
14369,Carnival Italy Venice Pictorial works Exhibitions
14370,Festivals Italy Venice Pictorial works Exhibitions
14371,Expatriate artists Italy Venice
14372,Sargent John Singer 1856 1925 Friends and associates
14373,Church buildings History
14374,Ossuaries History
14375,Tombs History
14376,Le Mont Saint Michel France
14377,Notre Dame de Paris Cathedral
14378,Architecture and society Italy Venice History
14379,Piazza San Marco Venice Italy History
14380,Atlantic Ocean Description and travel
14381,Atlantic Ocean Folklore
14382,Atlantic Ocean Geography
14383,Atlantic Ocean History
14384,Compact discs
14385,Ocean and civilization
14386,Winchester Simon Travel
14387,Swordplay Japan Early works to 1800
14388,Dangerous plants
14389,Poisonous plants
14390,Buddhism China Tibet Autonomous Region
14391,Fathers and sons Religious aspects Buddhism
14392,Namkhai Norbu 1938
14393,Rdzogs chen
14394,Yeshi Norbu 1970
14395,Characters and characteristics
14396,Bowls Tableware
14397,Turning
14398,Sowing
14399,Photography United States History 19th century
14400,Photography United States History 20th century
14401,Kyoto Japan Buildings structures etc Guidebooks
14402,Temples Japan Kyoto
14403,City planning Japan
14404,Japan Capital and capitol
14405,Trademarks United States
14406,Epigraphs Literature
14407,Energy policy Russia Federation
14408,Putin Vladimir Vladimirovich 1952
14409,Russia Federation Foreign relations
14410,China Foreign relations Russia Federation
14411,Geopolitics China
14412,Geopolitics Russia Federation
14413,Russia Federation Foreign relations China
14414,Earthworks Art England Catalogs
14415,Goldsworthy Andy 1956 Catalogs
14416,Outdoor sculpture Catalogs
14417,Advertising in popular culture United States
14418,Advertising personnel United States Biography
14419,Advertising United States History
14420,Art Private collections Pennsylvania Merion Catalogs
14421,Barnes Albert C Albert Coombs 1872 1951 Art collections Catalogs
14422,Arches National Park Utah Description and travel
14423,Canyonlands National Park Utah Description and travel
14424,National parks and reserves Utah Description and travel
14425,Natural Bridges National Monument Utah Description and travel
14426,Concertos Cello
14427,Ali Muhammad 1942
14428,Ali Muhammad 1942 2016 Juvenile literature
14429,Ali Muhammad 1942 Juvenile literature
14430,Boxers Sports
14431,Boxers Sports Juvenile literature
14432,Boxers Sports United States Biography Juvenile literature
14433,Kimonos History
14434,Textile design Japan History 20th century
14435,Textile fabrics Japan History 20th century
14436,Colvin Shawn
14437,Atlanta Ga Guidebooks
14438,Employees Training of
14439,Neurolinguistic programming
14440,Animals Fiction
14441,Folklore Africa
14442,Folklore Africa Juvenile literature
14443,Maasai African people Folklore
14444,Maasai African people Folklore Juvenile literature
14445,Masai African people Folklore
14446,Masai African people Folklore Juvenile literature
14447,Folk art
14448,Huxley Aldous 1894 1963
14449,Harlem New York N Y
14450,Multiculturalism in interior decoration
14451,Education and globalization
14452,Internet in education
14453,Self culture
14454,Automobile industry and trade United States History 20th century
14455,Automobiles Environmental aspects United States History 20th century
14456,Consumer behavior United States History 20th century
14457,Roadside architecture United States
14458,Service stations United States History
14459,Traffic engineering Technological innovations United States
14460,Transportation Technological innovations United States
14461,Windmills England
14462,England Description and travel
14463,Flour mills England
14464,Taverns Inns England
14465,Buildings England London
14466,London Bridge London England
14467,St Pauls Cathedral London England
14468,Whitehall London England
14469,Recreation rooms Design and construction
14470,Rickey George
14471,Goldwork Soviet Union History 17th century
14472,Goldwork Soviet Union History 18th century
14473,Goldwork Soviet Union History 19th century
14474,Hallmarks Soviet Union
14475,Silverwork Soviet Union History 17th century
14476,Silverwork Soviet Union History 18th century
14477,Silverwork Soviet Union History 19th century
14478,Vacation homes United States Design and construction
14479,Life change events
14480,Cities and towns Social aspects
14481,African American men
14482,African American women
14483,Barbers United States
14484,Beauty operators United States
14485,Hairdressing of African Americans
14486,Hairdressing United States
14487,Indian mythology Southwest New
14488,Indian poetry Southwest New Translations into English
14489,Indians of North America Southwest New Antiquities
14490,Petroglyphs Southwest New
14491,Rock paintings Southwest New
14492,Color in design
14493,Northwest boundary of the United States
14494,San Juan Islands Wash
14495,Architecture France Paris History 20th century
14496,Cities and towns France
14497,Riviera France Description and travel
14498,Riviera France Pictorial works
14499,Hatha yoga for children
14500,Hatha yoga for children Juvenile literature
14501,Hatha yoga Juvenile literature
14502,Cartooning Technique Juvenile literature
14503,Autism in children Treatment
14504,Autistic children Rehabilitation
14505,Pop art United States
14506,Pruitt Rob 1964 Themes motives
14507,Gardens Mediterranean Region
14508,Mediterranean Region Pictorial works
14509,Architects and engineers Biography
14510,Architecture and technology History
14511,Engineers Biography
14512,Structural design History
14513,September 11 Terrorist Attacks 2001 Anniversaries etc
14514,Skyscrapers New York State New York Design and construction
14515,Art and science Congresses
14516,Natural history illustration Congresses
14517,Trader Joes Firm
14518,Gardens France
14519,Gardens France History
14520,Squids
14521,Portland Oregon Guidebooks
14522,Precious metal clay
14523,Luthor Lex Fictitious character Comic books strips etc
14524,Libraries and metropolitan areas United States
14525,Library buildings United States Design and construction
14526,Handbooks manuals etc
14527,Handbooks vade mecums etc Juvenile literature
14528,Fashion design
14529,Beauty culture
14530,Celebrities Miscellanea
14531,Chang David 1977
14532,Korean Americans Biography
14533,Television cooking shows
14534,Art Technique Problems exercises etc
14535,Indian art British Columbia Pacific Coast North America Study and teaching
14536,Indian art North America Study and teaching Alaska Pacific Coast
14537,Indian art Study and teaching British Columbia Pacific Coast North America
14538,Indians of North America Alaska Pacific Coast Art Study and teaching
14539,Arts and morals
14540,Arts Philosophy
14541,Portland Region Or Guidebooks
14542,Evolution Biology Philosophy
14543,Human evolution Philosophy
14544,Social evolution Philosophy
14545,Fossil hominids
14546,Human population genetics
14547,Language and languages Origin
14548,Cottages California Crystal Cove State Park
14549,Crystal Cove Historic District Calif
14550,Historic buildings California Crystal Cove State Park
14551,Seaside resorts California Crystal Cove State Park
14552,Vernacular architecture California Crystal Cove State Park
14553,Abstract expressionism New York State New York
14554,Abstract expressionism United States
14555,Hats
14556,Pomeranian dog
14557,Mathematics Philosophy
14558,Belleville Bill 1945 Travel
14559,Florida Description and travel
14560,Natural history Florida
14561,Christmas Folklore
14562,Folklore Norway
14563,Folklore Norway Juvenile literature
14564,Trolls Folklore
14565,Trolls Folklore Juvenile literature
14566,Folklore Switzerland
14567,Folklore Switzerland Juvenile literature
14568,Tell Wilhelm Legends
14569,Tell Wilhelm Legends Juvenile literature
14570,Tell William Folklore
14571,Tell William Legends
14572,Outsider art United States
14573,Spirituality in art
14574,Baja California Mexico Peninsula Guidebooks
14575,Art American Exhibitions
14576,Ebsworth Barney A Art collections Exhibitions
14577,Composers Italy Biography
14578,Composers Italy Biography Juvenile literature
14579,Vivaldi Antonio 1678 1741 Cimento dellarmonia e dellinventione N 1 4 Juvenile literature
14580,Vivaldi Antonio 1678 1741 Juvenile literature
14581,Interior decoration Italy Rome
14582,Interior decoration Rome
14583,Clothing and dress United States
14584,Gunn Tim
14585,Life skills United States
14586,Project runway Television program
14587,Hiram M Chittenden Locks Seattle Wash
14588,Hiram M Chittenden Locks Seattle Wash History
14589,Locks Hydraulic engineering Washington State Seattle History
14590,Seattle Wash
14591,Building materials Juvenile literature
14592,House construction Juvenile literature
14593,Structural engineering Juvenile literature
14594,Refuse and refuse disposal
14595,Refuse and refuse disposal Miscellanea Juvenile literature
14596,History Miscellanea Chronology
14597,Artists materials
14598,Birds Migration Maps
14599,Animal tracks Northwest Pacific Identification
14600,Animals Northwest Pacific Identification
14601,Tracking and trailing Northwest Pacific
14602,Owls California
14603,Owls West U S
14604,Hulk Fictitious character Comic books strips etc
14605,Incredible Hulk Fictitious character Comic books strips etc
14606,Suicidal behavior Comic books strips etc
14607,Chemistry
14608,Chemistry Juvenile literature
14609,Building Vocational guidance
14610,Building Vocational guidance Juvenile literature
14611,Christmas Juvenile poetry
14612,Christmas Poetry
14613,Christmas poetry Juvenile literature
14614,Santa Claus Juvenile poetry
14615,Santa Claus Poetry
14616,Fall foliage
14617,Fall foliage Juvenile literature
14618,Leaves
14619,Leaves Color Juvenile literature
14620,Leaves Juvenile literature
14621,Leaves Morphology Juvenile literature
14622,Gardens Japanese Washington State Highline
14623,Highline Wash
14624,Shinto Rituals
14625,Comanche Indians History
14626,Comanche Indians Kings and rulers Biography
14627,Comanche Indians Wars
14628,Parker Quanah 1845 1911
14629,West U S History 1848 1860
14630,West U S History 1860 1890
14631,West U S History 1890 1945
14632,West U S Race relations
14633,Computer programmers Vocational guidance
14634,Computer software Development Management
14635,Computer printers
14636,Digital printing
14637,Images Photographic Data processing
14638,Mixed media painting Technique
14639,Texture Art
14640,Bees Juvenile literature
14641,Art American Northwest Pacific
14642,Art patrons Washington State Seattle
14643,Philanthropists Washington State Seattle
14644,798 Beijing China District
14645,798 chang Beijing China History
14646,Art and society China
14647,Art Chinese 21st century
14648,Crumb R
14649,Children of the rich Interviews
14650,Rich people
14651,Mirrors in interior decoration
14652,Hiking Utah Salt Lake City Region Guidebooks
14653,Salt Lake City Region Utah Guidebooks
14654,Trails Utah Salt Lake City Region Guidebooks
14655,Authors American Biography
14656,Lamott Anne
14657,Calendar
14658,Calendar History Juvenile literature
14659,Calendar Juvenile literature
14660,Millennium Eschatology
14661,Millennium Eschatology Juvenile literature
14662,Two thousand A D
14663,Two thousand A D Juvenile literature
14664,Stalingrad Battle of Volgograd Russia 1942 1943
14665,World War 1939 1945 Campaigns Soviet Union
14666,Atlantis Legendary place
14667,Excavations Archaeology Greece Crete
14668,Minoans
14669,Marine ecology
14670,Andrews Edward Deming 1894 1964 Art collections
14671,Andrews Faith Art collections
14672,Shaker decorative arts Exhibitions
14673,Shaker furniture Exhibitions
14674,WordPress Electronic resource
14675,Art and society Italy Florence History 15th century
14676,Art and society Italy Florence History 16th century
14677,Art in interior decoration
14678,Architecture Rhode Island Newport
14679,Artists Interviews
14680,Structural engineering Popular works
14681,Baseball Economic aspects United States
14682,Baseball players Salaries etc United States
14683,Baseball Scouting United States
14684,SPORTS RECREATION Baseball General
14685,Type and type founding Psychological aspects
14686,Type and type founding Social aspects
14687,Typographers Biography
14688,Architecture New York State New York Pictorial works
14689,Interior architecture New York State New York Pictorial works
14690,Ballard Seattle Wash History
14691,Finns Washington State Seattle Biography
14692,Immigrants Washington State Seattle Biography
14693,Norwegians Washington State Seattle Biography
14694,Oral histories
14695,Swedes Washington State Seattle Biography
14696,Zoology Encyclopedias
14697,Zoology Encyclopedias Juvenile
14698,Do it yourself work Handbooks manuals etc
14699,Solar energy Handbooks manuals etc
14700,Art Greek History Exhibitions
14701,Greece History To 146 B C Exhibitions
14702,Greece Religion Exhibitions
14703,Greek literature History and criticism Exhibitions
14704,Hero worship Greece History Exhibitions
14705,Heroes Greece History Exhibitions
14706,Heroes in art Exhibitions
14707,Heroes in literature Exhibitions
14708,Mythology Greek Exhibitions
14709,Farmers markets New Mexico Albuquerque Guidebooks
14710,Farmers markets New Mexico Santa Fe Guidebooks
14711,Farmers markets New Mexico Taos Guidebooks
14712,Grocery trade New Mexico Albuquerque Guidebooks
14713,Grocery trade New Mexico Santa Fe Guidebooks
14714,Grocery trade New Mexico Taos Guidebooks
14715,Restaurants New Mexico Albuquerque Guidebooks
14716,Restaurants New Mexico Santa Fe Guidebooks
14717,Restaurants New Mexico Taos Guidebooks
14718,Popular music Congo Democratic Republic 2011 2020
14719,Historic buildings Conservation and restoration Economic aspects
14720,Historic buildings Valuation
14721,Real property Valuation
14722,Friedlander Lee
14723,Friedlander Lee Self portraits
14724,Self portraits American
14725,City and town life United States Comic books strips etc
14726,Grand Central Terminal New York N Y Pictorial works
14727,Cookware
14728,Kitchen utensils
14729,Korean language materials Bilingual
14730,Korean language Textbooks for foreign speakers English Juvenile literature
14731,Songs Korean
14732,Songs Korean Juvenile literature
14733,Exorcism Comic books strips etc
14734,Fathers and sons Comic books strips etc
14735,Embroidery
14736,Embroidery 21st century
14737,Embroidery in art
14738,Butlers Comic books strips etc
14739,Circus performers Comic books strips etc
14740,London England Social conditions 19th century Comic books strips etc
14741,Austria Guidebooks
14742,Czech Republic Guidebooks
14743,Germany Guidebooks
14744,Netherlands Guidebooks
14745,Superheroes Crimes against Comic books strips etc
14746,German language Self instruction
14747,German language Sound recordings for English speakers
14748,German language Study and teaching
14749,Fans Persons
14750,Science fiction fans
14751,Science fiction films History and criticism
14752,Star Wars films History and criticism
14753,Mexico Civilization
14754,National characteristics Mexican
14755,Comic book covers United States
14756,Comic strip characters United States
14757,DC Comics Inc
14758,Women in art
14759,Handspring Puppet Company
14760,Morpurgo Michael Adaptations
14761,Morpurgo Michael War horse
14762,National Theatre Great Britain
14763,Antique and classic cars United States History
14764,Beavers
14765,Beavers Juvenile literature
14766,Boarding schools Comic books strips etc
14767,Conspiracies Comic books strips etc
14768,Gifted teenagers Comic books strips etc
14769,Conspiracies Comic books strips etc Juvenile literature
14770,Gifted teenagers Comic books strips etc Juvenile literature
14771,Goethe Johann Wolfgang von 1749 1832 Translations in English
14772,Goethe Johann Wolfgang von 1749 1832 Translations into English
14773,Sorkin Michael 1948 Homes and haunts New York State New York
14774,Street life New York State New York
14775,Domestic animals
14776,Farm life
14777,Engineering graphics
14778,Three dimensional display systems
14779,Schindler House Los Angeles Calif
14780,Schindler R M Rudolph M 1887 1953 Homes and haunts
14781,West Hollywood Calif Buildings structures etc
14782,Washington D C Description and travel
14783,Cooks Japan Biography
14784,Ono Jiro 1925
14785,Sukiyabashi Jiro Restaurant
14786,Bausch Pina
14787,Choreographers Germany
14788,Dance films
14789,Dancers Germany
14790,Modern dance Germany
14791,Tanztheater Wuppertal Germany
14792,Glass art 21st century Exhibitions
14793,Glass art Australia History 21st century
14794,Glass art Northwest Pacific History 21st century
14795,Cable television United States History
14796,PERFORMING ARTS Television History Criticism
14797,SOCIAL SCIENCE Media Studies
14798,Television actors and actresses United States Interviews
14799,Television broadcasting Social aspects United States
14800,Television program genres United States
14801,Television series United States
14802,Libraries and society
14803,Library science Forecasting
14804,Library science Philosophy
14805,Physics Juvenile literature
14806,Piranhas
14807,Piranhas Juvenile literature
14808,Amphibians Juvenile literature
14809,Frogs
14810,Frogs Juvenile literature
14811,Reptiles Juvenile literature
14812,Outhouses
14813,Outhouses Pictorial works
14814,Public toilets
14815,Public toilets Pictorial works
14816,Toilets
14817,Toilets Pictorial works
14818,American essays
14819,Denver Colo Description and travel
14820,Hiking Colorado Indian Peaks Wilderness Guidebooks
14821,Hiking Colorado Rocky Mountain National Park Guidebooks
14822,Indian Peaks Wilderness Colo Guidebooks
14823,Rocky Mountain National Park Colo Guidebooks
14824,Diagnosis Popular works
14825,Breast Cancer Patients Family relationships
14826,Husbands
14827,Science
14828,Science Juvenile literature
14829,Science Miscellanea Juvenile literature
14830,Baby foods
14831,Infants Nutrition
14832,Indian art Netherlands Amsterdam Exhibitions
14833,Indian pottery Mexico Exhibitions
14834,Indian pottery Netherlands Amsterdam Exhibitions
14835,Indian sculpture Mexico Exhibitions
14836,Indian sculpture Netherlands Amsterdam Exhibitions
14837,Mexico Civilization History To 1500 Exhibitions
14838,Interior architecture Japan
14839,Insects Pictorial works
14840,Indians of North America Biography
14841,Indians of North America History 18th century
14842,Iroquois Indians Biography
14843,Iroquois Indians History 18th century
14844,Cognitive therapy
14845,Reducing diets Psychological aspects
14846,Oak
14847,Vikings Juvenile literature
14848,Hunting Kenya
14849,Kenya Description and travel
14850,Roosevelt Theodore 1858 1919
14851,Reed organ United States
14852,Organ music History and criticism
14853,Organ Musical instrument
14854,Midwives England London Biography
14855,Worth Jennifer 1935
14856,Worth Jennifer 1935 2011
14857,Worth Jennifer 1935 2012
14858,Germany Civilization American influences
14859,Motion picture industry Germany History 20th century
14860,Motion picture industry United States History 20th century
14861,Motion pictures American Germany History 20th century
14862,National socialism and motion pictures
14863,American poetry 20th century Periodicals
14864,American poetry 21st century Periodicals
14865,Art German 20th century Exhibitions
14866,Art Study and teaching Germany Exhibitions
14867,Avant garde Aesthetics Germany Exhibitions
14868,Bauhaus History Exhibitions
14869,Abakan River Valley Russia Description and travel
14870,Hermits Russia Federation Abakan River Valley Biography
14871,Lykov family
14872,Old Believers Russia Federation Abakan River Valley Biography
14873,Peskov V Vasilii Travel Russia Federation Abakan River Valley
14874,Concrete construction Formwork
14875,Concrete countertops Design and construction
14876,Countertops Materials
14877,High protein diet
14878,Prehistoric peoples Nutrition
14879,Bayeux tapestry
14880,Great Britain History Norman period 1066 1154 Illustrations
14881,Hastings Battle of England 1066 in art
14882,Building trades Forms
14883,Construction contracts Forms
14884,Construction industry Forms
14885,Contractors Forms
14886,Building Superintendence Amateurs manuals
14887,Contractors Selection and appointment Amateurs manuals
14888,Architecture Japanese Pictorial works
14889,Gardens Japan Kyoto Pictorial works
14890,Gardens Japanese Pictorial works
14891,Vernacular architecture Japan Kyoto Pictorial works
14892,Gambrel Steven Themes motives
14893,Beatles
14894,Beatles History
14895,Adam Andreas Art collections
14896,New York N Y In art
14897,Postcards Private collections
14898,Real photo postcards New York State New York History
14899,Freehand technical sketching Technique
14900,American fiction Stories plots etc
14901,American fiction Stories plots etc Juvenile literature
14902,Architecture Domestic Fiction
14903,Architecture Domestic in literature
14904,Childrens stories American Stories plots etc
14905,Childrens stories English Stories plots etc
14906,Dwellings Fiction
